Name,Link,Size,Extension,Bookmark,Category,MD5,SHA1,Deleted,Carved,Accessed,Modified,Created,Path,TrackId
memtest.exe,,809288,exe,,Programs and Libraries,ECDFEFADD490B91C7729ED9FDD38227D,39C0032F346A322EDEF5065205DD9ACCA392DB37,false,false,Fri Jun 21 18:20:21 BRT 2024,Thu Apr 04 23:17:59 BRT 2024,Fri Jun 21 18:20:21 BRT 2024,/SRVBSAWDC003-flat.vmdk/vol_vol2/Boot/memtest.exe,a5dcbcecc867beba639cfc0eb00cb94a
locker_out.exe,,100352,exe,,Programs and Libraries,0CD058BC24550C0D261A9D7233D23184,1AE8BF3DEF55C476E33308DA6127F1EF1EEBE8EB,false,false,Tue Jul 23 11:06:49 BRT 2024,Wed Jul 10 12:41:35 BRT 2024,Tue Jul 23 11:06:49 BRT 2024,/SRVBSAWDC003-flat.vmdk/vol_vol3/ProgramData/locker_out.exe,3418f99ddc6edfd0c97a9723bb8b7d06
ConfigSecurityPolicy.exe,,306176,exe,,Programs and Libraries,83EDE17A1087F8D5779A6C023B5B490A,26C25BF7E2877EF97B7E988B6CFB195C93A872F0,false,false,Fri Nov 06 18:16:18 BRT 2020,Thu Apr 27 20:51:51 BRT 2017,Fri Nov 06 18:16:18 BRT 2020,/SRVBSAWDC003-flat.vmdk/vol_vol3/ProgramData/Microsoft/Windows Defender/platform/4.18.2010.7-0/ConfigSecurityPolicy.exe,bb1dfc936981d9dd5451b8a74bcad7a2
MpCmdRun.exe,,541576,exe,,Programs and Libraries,EEC27FC7FA4E054BA7108573F9C55B31,C7E6BDEFBA7A02931ABBED57DB9C85CEB6548E55,false,false,Fri Nov 06 18:16:18 BRT 2020,Fri Nov 06 18:16:16 BRT 2020,Fri Nov 06 18:16:18 BRT 2020,/SRVBSAWDC003-flat.vmdk/vol_vol3/ProgramData/Microsoft/Windows Defender/platform/4.18.2010.7-0/MpCmdRun.exe,4a566ea21a192d37eaf071d5dbc85e95
MpDlpCmd.exe,,310184,exe,,Programs and Libraries,A9D4C6D5F05031FA64F40A67EFDB94E2,27271F018D64C24274409A35CC0693C52749C5D3,false,false,Fri Nov 06 18:16:18 BRT 2020,Fri Nov 06 18:16:16 BRT 2020,Fri Nov 06 18:16:18 BRT 2020,/SRVBSAWDC003-flat.vmdk/vol_vol3/ProgramData/Microsoft/Windows Defender/platform/4.18.2010.7-0/MpDlpCmd.exe,e5736ba12e89d9bb7dadae5eb6c17c3f
MsMpEng.exe,,128376,exe,,Programs and Libraries,342A0EED126646E3FEC58D1BDC3B5B3D,C43FDF2F9F7C52B7E2ACC1F8FE6F8B5EA9279ADC,false,false,Fri Nov 06 18:16:18 BRT 2020,Fri Nov 06 18:16:16 BRT 2020,Fri Nov 06 18:16:18 BRT 2020,/SRVBSAWDC003-flat.vmdk/vol_vol3/ProgramData/Microsoft/Windows Defender/platform/4.18.2010.7-0/MsMpEng.exe,56309fdea533ce34ebd3a2ddd3055f82
NisSrv.exe,,2467088,exe,,Programs and Libraries,5DD9CE9EAF53FF20BB3862DB7B352220,A36FEC84C4D4D0B90A24F260B389A66C63034877,false,false,Fri Nov 06 18:16:18 BRT 2020,Fri Nov 06 18:16:16 BRT 2020,Fri Nov 06 18:16:18 BRT 2020,/SRVBSAWDC003-flat.vmdk/vol_vol3/ProgramData/Microsoft/Windows Defender/platform/4.18.2010.7-0/NisSrv.exe,1e152913b6be2e0d73269dae25054f15
MpCmdRun.exe,,471472,exe,,Programs and Libraries,D2762A3C8289B453626AAC39707E77D0,C4E3B57322FAC90879B33EE5228418B3DAF2F151,false,false,Fri Nov 06 18:16:18 BRT 2020,Fri Nov 06 18:16:16 BRT 2020,Fri Nov 06 18:16:18 BRT 2020,/SRVBSAWDC003-flat.vmdk/vol_vol3/ProgramData/Microsoft/Windows Defender/platform/4.18.2010.7-0/X86/MpCmdRun.exe,8d08534b6728dd29576dba8216c7784c
MsMpEng.exe,,128376,exe,,Programs and Libraries,D454A99D57B443CA7EDC229C9532B09C,4713080BDB159930A7E853C731935F67F4628AE2,false,false,Fri Dec 04 14:04:20 BRT 2020,Fri Dec 04 14:04:17 BRT 2020,Fri Dec 04 14:04:20 BRT 2020,/SRVBSAWDC003-flat.vmdk/vol_vol3/ProgramData/Microsoft/Windows Defender/platform/4.18.2011.6-0/MsMpEng.exe,503339659d49ad48c8da33a196dc72d9
NisSrv.exe,,2491880,exe,,Programs and Libraries,A0DF3E9AAF3E0B8453CC3065A6B4F8E2,03014E08257BC681660A6AC31C255C6BCCC59EB0,false,false,Fri Dec 04 14:04:20 BRT 2020,Fri Dec 04 14:04:17 BRT 2020,Fri Dec 04 14:04:20 BRT 2020,/SRVBSAWDC003-flat.vmdk/vol_vol3/ProgramData/Microsoft/Windows Defender/platform/4.18.2011.6-0/NisSrv.exe,78841157857d75bd908f456b0760c5c0
MpCmdRun.exe,,545704,exe,,Programs and Libraries,D1DC475DC8A08618A40809F5F2CBC5E4,C0DC5DF2D027FE4E4CBAF6D9F99D9AEE08B3106B,false,false,Fri Dec 04 14:04:20 BRT 2020,Fri Dec 04 14:04:17 BRT 2020,Fri Dec 04 14:04:20 BRT 2020,/SRVBSAWDC003-flat.vmdk/vol_vol3/ProgramData/Microsoft/Windows Defender/platform/4.18.2011.6-0/MpCmdRun.exe,1f16a813479e765ec5134b7c7eba8830
MpDlpCmd.exe,,310184,exe,,Programs and Libraries,C640AC86A7FF9252E1D21FD08D399D1D,D7FEEBF752546AF49C0C854F4E06D89415CDB5E7,false,false,Fri Dec 04 14:04:20 BRT 2020,Fri Dec 04 14:04:17 BRT 2020,Fri Dec 04 14:04:20 BRT 2020,/SRVBSAWDC003-flat.vmdk/vol_vol3/ProgramData/Microsoft/Windows Defender/platform/4.18.2011.6-0/MpDlpCmd.exe,d80c6d997f733e54fae17319384e29d1
MpCmdRun.exe,,472504,exe,,Programs and Libraries,CDB6E3963488F696F20DB5EEF82B2684,3FEDC29574423C8DDBBC3BD77F2D35C44A808953,false,false,Fri Dec 04 14:04:20 BRT 2020,Fri Dec 04 14:04:17 BRT 2020,Fri Dec 04 14:04:20 BRT 2020,/SRVBSAWDC003-flat.vmdk/vol_vol3/ProgramData/Microsoft/Windows Defender/platform/4.18.2011.6-0/X86/MpCmdRun.exe,dba328dbff614da1154e01b68e4eb71c
Netwrix.ALE.Executor.exe,,31984,exe,,Programs and Libraries,73D47B74BA9E2FB5304B4074541724D3,E5B76DF8D8FEF61A412F69FAD46B7EFCCF704A48,false,false,Fri Aug 11 09:22:26 BRT 2023,Fri May 07 16:53:55 BRT 2021,Fri Aug 11 09:22:26 BRT 2023,/SRVBSAWDC003-flat.vmdk/vol_vol3/ProgramData/Netwrix Account Lockout Examiner/Libraries/Netwrix.ALE.Executor.exe,b92e822c016739ebbfd9453ccaa39d07
MobaXterm_Personal_24.1.exe,,16960424,exe,,Programs and Libraries,AD739C2E9985161BC2FF9ED3A9A393CA,F5CA50EE8BC9D01760C7D0D4FC0C814CBBF26BC9,false,false,Tue Jul 23 10:46:56 BRT 2024,Tue Jul 02 07:45:34 BRT 2024,Tue Jul 23 10:46:56 BRT 2024,/SRVBSAWDC003-flat.vmdk/vol_vol3/ProgramData/MobaXterm_Personal_24.1.exe,d5a137cef36a120671a1ee9ff6d4a4d8
RemExec.exe,,208112,exe,,Programs and Libraries,A4977BF74DD9DF72593CA560D219F3B1,33DFD3F4157A4F29783C35E97F2C1BACAB6699C1,false,false,Fri Aug 11 09:22:26 BRT 2023,Fri May 07 16:53:59 BRT 2021,Fri Aug 11 09:22:26 BRT 2023,/SRVBSAWDC003-flat.vmdk/vol_vol3/ProgramData/Netwrix Account Lockout Examiner/Libraries/RemExec.exe,bcd5f18dca99e506b2eb9d905adbf531
Netwrix.ALE.Launcher.exe,,71408,exe,,Programs and Libraries,3E6448BDE464CC02762DE87F1928CF17,CEC1DFF6C7D236D4F1571157614B9F932501E1C3,false,false,Fri Aug 11 09:22:26 BRT 2023,Fri May 07 16:53:56 BRT 2021,Fri Aug 11 09:22:26 BRT 2023,/SRVBSAWDC003-flat.vmdk/vol_vol3/ProgramData/Netwrix Account Lockout Examiner/Netwrix.ALE.Launcher.exe,92edca620d80bee04fe0d2fa130fe938
Netwrix.ALE.Updater.exe,,47344,exe,,Programs and Libraries,64ECE40DC80BD41813C60551596B106A,BC638224FAF240063104993BAE4FB60C8C4B6DC5,false,false,Fri Aug 11 09:22:26 BRT 2023,Fri May 07 16:53:57 BRT 2021,Fri Aug 11 09:22:26 BRT 2023,/SRVBSAWDC003-flat.vmdk/vol_vol3/ProgramData/Netwrix Account Lockout Examiner/Netwrix.ALE.Updater.exe,74d6827a3ae0100400b5c5b6e2b53985
VC_redist.x86.exe,,647656,exe,,Programs and Libraries,6DE2A5EED70DFC2857C3850CFB92BF94,22990A282043DFC87C320753BEF3D7A08FAFE6BA,false,false,Wed Aug 31 19:21:43 BRT 2022,Wed Aug 31 19:21:42 BRT 2022,Wed Aug 31 19:21:43 BRT 2022,/SRVBSAWDC003-flat.vmdk/vol_vol3/ProgramData/Package Cache/{1b5476d9-ab8e-4b0d-b004-059a1bd5568b}/VC_redist.x86.exe,6dfc1382c2a3ab7741507bb90e20eb37
VC_redist.x64.exe,,647696,exe,,Programs and Libraries,BB8A22F888EBE282452302A1B500F442,064B2A270D6A26DB0DF6F7DB586468A98B439E95,false,false,Wed Aug 31 19:21:55 BRT 2022,Wed Aug 31 19:21:55 BRT 2022,Wed Aug 31 19:21:55 BRT 2022,/SRVBSAWDC003-flat.vmdk/vol_vol3/ProgramData/Package Cache/{43d1ce82-6f55-4860-a938-20e5deb28b98}/VC_redist.x64.exe,9ac35851ebb7a8730d64d0dad05af768
vcredist_x86.exe,,466032,exe,,Programs and Libraries,6503C081F51457300E9BDEF49253B867,9313190893FDB4B732A5890845BD2337EA05366E,false,false,Tue Jan 05 16:27:10 BRT 2021,Tue Jan 05 16:27:10 BRT 2021,Tue Jan 05 16:27:10 BRT 2021,/SRVBSAWDC003-flat.vmdk/vol_vol3/ProgramData/Package Cache/{61087a79-ac85-455c-934d-1fa22cc64f36}/vcredist_x86.exe,151f75fc0aa1e3a0116f0b0bd560ca94
vcredist_x64.exe,,466040,exe,,Programs and Libraries,E9E67CFB6C0C74912D3743176879FC44,C6B6791A900020ABF046E0950B12939D5854C988,false,false,Tue Jan 05 16:27:16 BRT 2021,Tue Jan 05 16:27:16 BRT 2021,Tue Jan 05 16:27:16 BRT 2021,/SRVBSAWDC003-flat.vmdk/vol_vol3/ProgramData/Package Cache/{ef6b00ec-13e1-4c25-9064-b2f383cb8412}/vcredist_x64.exe,657616d688341870be0b777b9696952b
dsa-wrs-app.exe,,4294592,exe,,Programs and Libraries,F48ABBFA4A545B8BB06D82123A3BEADB,4444BFE5F45953337584A6AA9A8740CCFCC8B546,true,false,Fri Apr 07 11:42:38 BRT 2023,Mon Mar 27 08:03:52 BRT 2023,Fri Apr 07 11:42:38 BRT 2023,/SRVBSAWDC003-flat.vmdk/vol_vol3/ProgramData/Trend Micro/Native Hosting/dsa-wrs-app.exe,705a1f3fbcd23b23ecd0c2436f88a8c1
Wireshark-win64-3.0.3.exe,,59321664,exe,,Programs and Libraries,6CE3BA5D9CACBD0E747943359D1BC55D,9E5F39ADAA22E4016D0CBA93A6E9F302D91CC313,false,false,Thu May 21 14:51:46 BRT 2020,Tue Aug 13 18:50:18 BRT 2019,Thu May 21 14:51:46 BRT 2020,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/cit.gustavo/Desktop/Wireshark-win64-3.0.3.exe,820d84866ac2b8f67c73066ac06008ec
collector_sidecar_installer_0.1.3-1.exe,,20082957,exe,,Programs and Libraries,218FD309A7FB2340D278B82C9435F062,5E8F939ADBBFE7737F33709D44F56AB1F671DB6E,false,false,Wed Jul 26 22:28:22 BRT 2017,Wed Jul 26 22:24:24 BRT 2017,Wed Jul 26 22:28:22 BRT 2017,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/CIT.Henrique/Downloads/collector_sidecar_installer_0.1.3-1.exe,06de1a4cd379f0b3112ccb3e5ef73986
agent-installer.exe,,97280,exe,,Programs and Libraries,43F03A52F5805847D97E3CE10DB18A52,4FA987B949EB44546A859147101905DCFAC6114F,false,false,Tue Apr 04 14:52:31 BRT 2023,Wed Mar 22 04:38:54 BRT 2023,Wed Mar 22 04:38:54 BRT 2023,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/cit.ingo/AppData/Local/Temp/AD Agent/agent-installer.exe,c4318bf8ab4548377e168c5401558c64
InstallWorker.exe,,4878443,exe,,Programs and Libraries,7FA1706ADB7045A096D871B519980E2B,4F185FC37D86DD20EC08C34A12C91920955275DD,false,false,Tue Apr 04 14:52:31 BRT 2023,Wed Mar 22 04:40:28 BRT 2023,Wed Mar 22 04:40:28 BRT 2023,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/cit.ingo/AppData/Local/Temp/AD Agent/InstallWorker.exe,b9631ac49834c357221fb3fc38df52e3
ADTidyFreeInstaller.exe,,4899040,exe,,Programs and Libraries,4109C7914773DA921BC25E5D63C0A5BC,2F923AFB3A07836A4BBBC266CEC5E64BB00F01FF,false,false,,Fri Feb 07 22:06:10 BRST 2014,,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/cit.ingo/Desktop/ADTidyInstaller.zip>>ADTidyFreeInstaller.exe,9e17d585c96aea9bcf07638062c0886a
ADInfoFreeInstaller.exe,,2124896,exe,,Programs and Libraries,A134B68CF1D197A141ECCFDFC8453C88,EB518DF5C8DAB8415829B5C5A1A6D3BEB41E4C8B,false,false,Fri Mar 17 11:34:30 BRT 2023,Thu Oct 20 16:19:53 BRT 2022,Fri Mar 17 11:34:30 BRT 2023,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/cit.ingo/Desktop/ADInfoFreeInstaller/ADInfoFreeInstaller.exe,5573587602d8a74cf20ac321b6e5830d
MicrosoftEdgeSetup.exe,,1599264,exe,,Programs and Libraries,006BF2D61846439DE318D7DFBE99D6E7,003AFA916BB1DB86382C3DB8C2BBE520FC0B904F,false,false,Wed Mar 08 10:38:46 BRT 2023,Wed Mar 08 10:38:41 BRT 2023,Wed Mar 08 10:38:46 BRT 2023,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/cit.ingo/Downloads/MicrosoftEdgeSetup.exe,43e1690418b074c7f6125660e4f9985f
trend-micro-vision-one-ad-connector.exe,,5286760,exe,,Programs and Libraries,65680950BE74B2F5E8836BBC0F65617F,9442F360E44DD34DA6DE4A02946367D652E45B36,false,false,Tue Apr 04 14:52:17 BRT 2023,Tue Apr 04 11:53:16 BRT 2023,Tue Apr 04 14:52:17 BRT 2023,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/cit.ingo/Desktop/trend-micro-vision-one-ad-connector.exe,52a0f496873a2ddc37f9e5ee67693805
Netwrix_Account_Lockout_Examiner.exe,,7748888,exe,,Programs and Libraries,9FC98474B06655DCB0A9A392C0D86537,7D8510018CE80B7C181B4A270ED558A9D510F9D1,false,false,Thu May 13 19:18:32 BRT 2021,Thu May 13 19:18:32 BRT 2021,Thu May 13 19:18:32 BRT 2021,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/cit.ingo/Desktop/Netwrix_Account_Lockout_Examiner (rastrea onde esta bloqueando a conta)/Netwrix_Account_Lockout_Examiner.exe,75eeaedeee2bee1e1f6dc04a8e56fe1d
IRPF2023Win32v1.0.exe,,85869808,exe,,Programs and Libraries | RFB Program Files,4DDCBE09BCE6C227EAA06F5349041A67,9E667A1C762740A0C74882AB08C7239AA54F9CA0,false,false,Thu Mar 16 12:08:43 BRT 2023,Thu Mar 16 12:09:01 BRT 2023,Thu Mar 16 12:08:43 BRT 2023,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/cit.ingo/Desktop/IRPF2023Win32v1.0.exe,df8c6c06f75aa5040b768a752176060e
Setup.RemoteDesktopManager.2023.1.15.0.exe,,226519976,exe,,Programs and Libraries,85510D37398469B3B0CA9A7D91AF31A7,3B85710166E32F50D14E7CE537F170818E84DCBB,false,false,Thu Mar 23 14:22:45 BRT 2023,Thu Mar 23 16:06:46 BRT 2023,Thu Mar 23 14:22:45 BRT 2023,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/cit.ingo/Downloads/Setup.RemoteDesktopManager.2023.1.15.0.exe,fb9e8ac51ff1c97bbcb1a5dd3e1880a4
DismHost.exe,,138624,exe,,Programs and Libraries,A59C22B77871CC18970038B7FA43826F,7FE71BF5BC25195D0E3E1E9E9FB9CFA582DC20F9,false,false,Mon Aug 30 14:42:34 BRT 2021,Thu Jan 07 20:23:14 BRT 2021,Mon Aug 30 14:42:34 BRT 2021,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/cit.rodrigo/AppData/Local/Temp/22432C84-3CE7-43E7-B75C-11DFE22A1C65/DismHost.exe,7719f64705b6adcc1834557c068e6aff
DismHost.exe,,138352,exe,,Programs and Libraries,E8007EB8977E83D29F30A122771C09AA,B01D428264A51AE803814644EA5EA43E7D7781D5,false,false,Wed May 20 13:56:15 BRT 2020,Wed Sep 11 01:28:19 BRT 2019,Wed May 20 13:56:15 BRT 2020,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/cit.rodrigo/AppData/Local/Temp/331463AC-4D7B-4F54-81B5-5938AF65923A/DismHost.exe,adb6092ce78c0b1b08459bab87c28e16
PingInfoView.exe,,46176,exe,,Programs and Libraries,228BF7E15E97ACE48DCF2BAF120243A9,FE446E62C4EB977F0811CA9E0302FCDB23E5B0FE,false,false,Wed Jun 28 10:37:31 BRT 2023,Sun Apr 27 15:14:14 BRT 2014,Wed Jun 28 10:37:31 BRT 2023,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/cit.rodrigo/Documents/pinginfoview/PingInfoView.exe,7bd2996150640b37bfe35b8f94c8c855
DCAgent_Setup_5.0.0309_x64.exe,,5393464,exe,,Programs and Libraries,406E4E8C02D28E511B0230D2E9163588,80AC240B66A6F63A26C65837895C1BCB239401EA,false,false,Fri Jul 28 18:12:23 BRT 2023,Fri Jul 28 18:05:19 BRT 2023,Fri Jul 28 18:12:23 BRT 2023,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/cit.rodrigo/Pictures/DCAgent_Setup_5.0.0309_x64.exe,1efaf2324f8a3c422dd010e4a0af1220
FSSO_Setup_5.0.0309_x64.exe,,12577848,exe,,Programs and Libraries,E8F19041D9268D78BAE1022B9F5AAF97,7E20D5B52CDE10B17222291B4DDD5506AEBE9DE0,false,false,Fri Jul 28 18:12:20 BRT 2023,Fri Jul 28 18:05:27 BRT 2023,Fri Jul 28 18:12:20 BRT 2023,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/cit.rodrigo/Pictures/FSSO_Setup_5.0.0309_x64.exe,3173846ae049e86cded8bf9de3932339
IRPF2024Win64v1.0.exe,,105569520,exe,,Programs and Libraries | RFB Program Files,CDE20D0D2C6D08FEF4AF88AD1D0E4775,690EECDFD51FE7E089232F5038757A911187B3BE,false,false,Mon Mar 18 11:32:05 BRT 2024,Mon Mar 18 10:54:55 BRT 2024,Mon Mar 18 11:32:05 BRT 2024,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/Ingo.alencar.T0/Desktop/2024/IRPF2024Win64v1.0.exe,adb636516b6a5c7fc06fcf9c1b9c43be
dwm_w32.exe,,38400,exe,,Programs and Libraries,2C8F2412669CFAC26B0981A1415283FF,6D52B01EFCC8488E00E2847F377523F09FD3324B,false,false,Tue Jul 23 10:58:40 BRT 2024,Tue Jul 23 10:58:40 BRT 2024,Tue Jul 23 10:58:40 BRT 2024,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/svc.veeam/AppData/Local/Temp/2/Mxt241/bin/dwm_w32.exe,b0c32f3a9e8aa5f0b1e6b990ee7ace6b
jwm.exe,,220686,exe,,Programs and Libraries,9130F45BC81E56CF6B7BBD2A002832B1,5C8BFFA512F14C5FB6F87EFDCB76BEB3DDC521B6,false,false,Tue Jul 23 10:58:40 BRT 2024,Tue Jul 23 10:58:40 BRT 2024,Tue Jul 23 10:58:40 BRT 2024,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/svc.veeam/AppData/Local/Temp/2/Mxt241/bin/jwm.exe,cfe7c78aedc47210542b0f9017afd3c3
OpenX.exe,,17422,exe,,Programs and Libraries,0CCF0586ED2B214AD7F5FB049C7609B6,C95B1EB247FAF599C79C78FE9384775CF77F843F,false,false,Tue Jul 23 10:58:40 BRT 2024,Tue Jul 23 10:58:40 BRT 2024,Tue Jul 23 10:58:40 BRT 2024,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/svc.veeam/AppData/Local/Temp/2/Mxt241/bin/OpenX.exe,82e7492409c4ef33dded3c36e4e00402
twm_w32.exe,,168462,exe,,Programs and Libraries,2AA156E64DAADED05730CC6B1B228F8E,0E1EB3FC195C95E8C4EB4447F8126B316AEB8A38,false,false,Tue Jul 23 10:58:40 BRT 2024,Tue Jul 23 10:58:40 BRT 2024,Tue Jul 23 10:58:40 BRT 2024,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/svc.veeam/AppData/Local/Temp/2/Mxt241/bin/twm_w32.exe,a2d9d1780dffde2d4b8986b710015b6e
xhost.exe,,21518,exe,,Programs and Libraries,6B9B189CCC477A4E3BBD7DA3BDB26E00,C0AB24EADDE8BE5DD3AFA6A2C6AA8EF9AF271AAB,false,false,Tue Jul 23 10:58:40 BRT 2024,Tue Jul 23 10:58:40 BRT 2024,Tue Jul 23 10:58:40 BRT 2024,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/svc.veeam/AppData/Local/Temp/2/Mxt241/bin/xhost.exe,5827e864d52ec1dde677614a0db67344
xlsclients.exe,,23054,exe,,Programs and Libraries,DF978C7B239A219E157133885A3A308D,F4FF6380FCFC4AAC6D1AB478CE74BD2F816C850D,false,false,Tue Jul 23 10:58:40 BRT 2024,Tue Jul 23 10:58:40 BRT 2024,Tue Jul 23 10:58:40 BRT 2024,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/svc.veeam/AppData/Local/Temp/2/Mxt241/bin/xlsclients.exe,929d5eef621087a15680554c0b2fe6d3
xlsfonts.exe,,27150,exe,,Programs and Libraries,18B1CA55FF3515EF28C7FAA1C0B528D9,8CEC74F9B405C51B5EB9BA073369A6B513840F24,false,false,Tue Jul 23 10:58:40 BRT 2024,Tue Jul 23 10:58:40 BRT 2024,Tue Jul 23 10:58:40 BRT 2024,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/svc.veeam/AppData/Local/Temp/2/Mxt241/bin/xlsfonts.exe,ae2918e84c5e36d6fe9baa8257735f5d
xmodmap.exe,,39438,exe,,Programs and Libraries,D624505E5C14E463AA13DEC7C72FA6DF,59100A98247566D73706CC82BD61EEA875639467,false,false,Tue Jul 23 10:58:40 BRT 2024,Tue Jul 23 10:58:40 BRT 2024,Tue Jul 23 10:58:40 BRT 2024,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/svc.veeam/AppData/Local/Temp/2/Mxt241/bin/xmodmap.exe,7bc2aacb0cfb913e41169da04c871fc6
xkbcomp_w32.exe,,297998,exe,,Programs and Libraries,B2B22157777ED19C9F1369E2D45C1510,E516B6BAA035F3B852799A88EBBFBA3848B12E60,false,false,Tue Jul 23 10:58:40 BRT 2024,Tue Jul 23 10:58:40 BRT 2024,Tue Jul 23 10:58:40 BRT 2024,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/svc.veeam/AppData/Local/Temp/2/Mxt241/bin/xkbcomp_w32.exe,7a3f593579475bbfbe12bf18fc7338fd
xlsatoms.exe,,19982,exe,,Programs and Libraries,C653D84722A3FB5174E0022F2E604AA3,61364E691811FD65AE072D263E4AF1F287DF429E,false,false,Tue Jul 23 10:58:40 BRT 2024,Tue Jul 23 10:58:40 BRT 2024,Tue Jul 23 10:58:40 BRT 2024,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/svc.veeam/AppData/Local/Temp/2/Mxt241/bin/xlsatoms.exe,9ab1d5ef5dd2598bf30b203ee0e24289
setxkbmap.exe,,57870,exe,,Programs and Libraries,7868EDA4CB74545D0051AC5A029D9292,8A9D9A07323F1E0BAB5F63CFB947C0C31E09578E,false,false,Tue Jul 23 10:58:40 BRT 2024,Tue Jul 23 10:58:40 BRT 2024,Tue Jul 23 10:58:40 BRT 2024,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/svc.veeam/AppData/Local/Temp/2/Mxt241/bin/setxkbmap.exe,2790297d9699001e9965812d51217692
xrdb.exe,,33294,exe,,Programs and Libraries,681650D2D6B54441DF9B8618348C0696,7BF695541F47C808827D92DC562826A748972035,false,false,Tue Jul 23 10:58:40 BRT 2024,Tue Jul 23 10:58:40 BRT 2024,Tue Jul 23 10:58:40 BRT 2024,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/svc.veeam/AppData/Local/Temp/2/Mxt241/bin/xrdb.exe,07fda29bd9298e107008500f01997734
xprop.exe,,40974,exe,,Programs and Libraries,2369D500678F5DB204C11F067F25D14F,C326C0B9FC6CC5779AEA6FD3B30274E4EF67EB9D,false,false,Tue Jul 23 10:58:40 BRT 2024,Tue Jul 23 10:58:40 BRT 2024,Tue Jul 23 10:58:40 BRT 2024,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/svc.veeam/AppData/Local/Temp/2/Mxt241/bin/xprop.exe,9aa0479409398d7de0eef320470b5fa2
MoTTYnew.exe,,3277216,exe,,Programs and Libraries,351D3B0C73BCF132F51FC7966A4BD23E,7DB52A9A36E02FD394B0706B52DAD204F4C95B5E,false,false,Tue Jul 23 10:58:34 BRT 2024,Tue Jul 23 10:58:34 BRT 2024,Tue Jul 23 10:58:34 BRT 2024,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/svc.veeam/AppData/Local/Temp/2/Mxt241/bin/MoTTYnew.exe,178a0f72d1721d60d2bb37835067206d
XWin_MobaX_21.1.8.exe,,3453080,exe,,Programs and Libraries,8F241E18469C12F7E2A611067F4AE018,E494B9AC99E5773837A7FE7E90C04997D9ABE989,false,false,Tue Jul 23 10:58:40 BRT 2024,Tue Jul 23 10:58:40 BRT 2024,Tue Jul 23 10:58:40 BRT 2024,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/svc.veeam/AppData/Local/Temp/2/Mxt241/bin/XWin_MobaX_21.1.8.exe,32a041ede4c63dc30123fec604651a73
XWin_MobaX.exe,,3455928,exe,,Programs and Libraries,6F1143FB1F02C715CBEF79C271A7E4B6,87701DB303C14051857D9207278CA97ABC896940,false,false,Tue Jul 23 10:58:42 BRT 2024,Tue Jul 23 10:58:42 BRT 2024,Tue Jul 23 10:58:42 BRT 2024,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/svc.veeam/AppData/Local/Temp/2/Mxt241/bin/XWin_MobaX.exe,f4241d7e0446bfbbd142c1290a1ed611
XWin_MobaX_21.1.3.exe,,3452624,exe,,Programs and Libraries,55076AFC8F8DE2DF8F91FB2742BCDA61,C848BB01E859163B08CE4F58994B3D814DFDF700,false,false,Tue Jul 23 10:58:42 BRT 2024,Tue Jul 23 10:58:42 BRT 2024,Tue Jul 23 10:58:42 BRT 2024,/SRVBSAWDC003-flat.vmdk/vol_vol3/Users/svc.veeam/AppData/Local/Temp/2/Mxt241/bin/XWin_MobaX_21.1.3.exe,6fb605f36fde55f88bdd823c8ec65e39
